size_m2,bedrooms,bathrooms,age_years,floor,has_elevator,distance_to_business_km,distance_to_transit_km,view_quality,noise_level,has_security,has_pool,has_gym,has_social,furnished,balcony,garden,parking_spaces,pet_friendly,price_per_m2,is_premium_zone,price_per_bedroom,premium_features_score,distance_ratio,amenities_total,zone_Zona 1,zone_Zona 10,zone_Zona 11,zone_Zona 12,zone_Zona 13,zone_Zona 14,zone_Zona 15,zone_Zona 16,zone_Zona 17,zone_Zona 18,zone_Zona 2,zone_Zona 3,zone_Zona 4,zone_Zona 5,zone_Zona 6,zone_Zona 7,zone_Zona 8,zone_Zona 9,property_type_Casa,age_bucket_16-30,age_bucket_30+,age_bucket_6-15
0.47643979057591623,0.6000000000000001,0.5,0.3,0.0,0.0,0.2186835864108171,0.23980424143556278,0.25,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19280805105547372,0.0,0.16525127281941618,0.42857142857142855,0.02707102328489763,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5235602094240838,0.6000000000000001,0.5,0.34,0.0,0.0,0.9312019383784558,0.5807504078303425,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.37045900834560624,1.0,0.3438120907973269,0.21428571428571433,0.04862651132999316,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.15706806282722516,0.2,0.0,0.28,0.7777777777777777,1.0,0.07392121230788183,0.46982055464926586,0.25,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6221772214040255,1.0,0.5423339680339372,0.28571428571428575,0.004985974801760396,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.17277486910994763,0.2,0.25,0.32,0.0,0.0,0.0,0.12887438825448613,0.25,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.5648625429553265,1.0,0.5260078379838219,0.21428571428571433,0.0030386965710446955,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.26178010471204194,0.4000000000000001,0.25,0.04,0.4444444444444444,1.0,0.21149680188088413,0.33605220228384985,0.5,0.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.6340819833087874,1.0,0.4496436565655094,0.42857142857142866,0.019111007937996676,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.418848167539267,0.6000000000000001,0.75,0.06,0.2222222222222222,1.0,0.2833646471802137,0.3719412724306688,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3770250368188513,0.0,0.2674678436037399,0.35714285714285715,0.023009314574162245,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05235602094240838,0.2,0.0,0.06,0.5,1.0,0.37063274504368526,0.3050570962479608,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.28074374079528713,0.0,0.11971372153191454,0.35714285714285715,0.03604133482646454,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32984293193717273,0.4000000000000001,0.25,0.5,0.0,0.0,0.37268611205223756,0.34257748776508967,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21759941089837997,0.0,0.20161385438841092,0.21428571428571427,0.032509318354904865,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.7015706806282722,0.8,0.5,0.0,0.0,0.0,0.4332604388045296,0.22349102773246332,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5150343642611683,1.0,0.46655830626559525,0.35714285714285715,0.05567315138865782,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25654450261780104,0.4000000000000001,0.0,0.0,0.16666666666666666,1.0,0.039013973162493186,0.3621533442088091,0.5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.7211585665193911,1.0,0.5043958160106838,0.6428571428571429,0.0037969989485418538,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0000000000000002,1.0000000000000002,0.75,0.3,0.0,0.0,0.2710444451289,0.298531810766721,0.5,0.75,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.39709131075110465,1.0,0.44122425785584163,0.35714285714285715,0.027147664722406976,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7539267015706806,0.8,0.75,0.32,0.0,0.0,0.3644726440180285,0.20391517128874387,0.5,0.25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.23545655375552282,0.0,0.253358706023471,0.5714285714285715,0.05105919910565243,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.08900523560209425,0.2,0.0,0.18,0.611111111111111,1.0,0.24332399051344436,0.4110929853181077,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4166053019145803,0.0,0.25725845374052314,0.5,0.018000277186883323,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.24083769633507854,0.4000000000000001,0.5,0.3,0.7222222222222222,1.0,0.31005841829139325,0.22022838499184338,0.75,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.44256259204712817,0.0,0.28678308509473294,0.5714285714285714,0.040811581545985014,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2984293193717278,0.4000000000000001,0.25,0.24,0.0,0.0,0.4999948665824785,0.298531810766721,1.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5436303387334316,1.0,0.43204071386503273,0.42857142857142855,0.04927327537578348,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0942408376963351,0.2,0.0,0.0,0.9444444444444444,1.0,0.21560353589798867,0.3034257748776509,0.75,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5664580265095731,0.0,0.3689453146713211,0.42857142857142866,0.02145756144714488,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3717277486910995,0.6000000000000001,0.5,0.18,0.05555555555555555,1.0,0.17350951222266708,0.4584013050570962,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.38009327442317137,0.0,0.23263776945225736,0.5714285714285715,0.011616588978546593,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2722513089005236,0.4000000000000001,0.25,0.08,0.3333333333333333,1.0,0.9999999999999998,0.15334420880913538,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41979626902307315,1.0,0.3059782101034063,0.21428571428571427,0.17458909786439133,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.418848167539267,0.4000000000000001,0.0,0.12,0.0,0.0,0.3583125429923717,0.40619902120717777,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.21882670594010806,0.0,0.2731209852822808,0.28571428571428575,0.026598461824064376,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6073298429319371,0.6000000000000001,0.5,0.12,0.0,0.0,0.29465816572725123,0.265905383360522,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33578792341678937,0.0,0.3755991288743795,0.28571428571428575,0.03275863153491876,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5706806282722513,0.6000000000000001,0.5,0.2,0.0,0.0,0.4404472233344626,0.07177814029363785,0.75,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5395189003436427,1.0,0.5345113182311136,0.6428571428571428,0.1402732207052781,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.20942408376963353,0.4000000000000001,0.25,0.26,0.6666666666666666,1.0,0.142709007094383,0.0864600326264274,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5672557682866961,1.0,0.3307145384517778,0.35714285714285715,0.04283905700652957,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.47120418848167545,0.8,0.75,0.38,0.16666666666666666,0.0,0.3521524419667148,0.2642740619902121,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.46937898870888567,1.0,0.26292560048976854,0.35714285714285715,0.039141592677488436,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.08900523560209425,0.2,0.0,0.2,0.8333333333333333,1.0,0.15605589264997277,0.16150081566068514,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.8781909671084929,1.0,0.5686962135323484,0.7142857142857143,0.028081481051750217,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.21465968586387438,0.4000000000000001,0.25,0.44,0.3333333333333333,1.0,0.3952731491463126,0.40619902120717777,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5086524300441826,1.0,0.2996662167409919,0.28571428571428575,0.029293945223048744,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2774869109947644,0.4000000000000001,0.5,0.04,0.2777777777777778,1.0,0.0,0.4632952691680261,0.75,0.25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.7678571428571428,1.0,0.5727083596088138,0.5714285714285715,0.00029483928404839535,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3089005235602095,0.4000000000000001,0.5,0.42,0.5,1.0,0.9045081672672762,0.3556280587275693,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4222508591065292,1.0,0.3487156545127954,0.6428571428571428,0.07521877845137968,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7068062827225131,0.8,0.75,0.28,0.0,0.0,0.0924015153848523,0.3099510603588907,0.25,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.5357142857142858,1.0,0.48827955756754926,0.42857142857142866,0.009519936055367105,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3036649214659686,0.4000000000000001,0.5,0.32,0.1111111111111111,1.0,0.10061498341906137,0.19902120717781402,1.0,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4480240549828179,0.0,0.3632543490791985,0.35714285714285715,0.015706852847260547,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.18324607329842932,0.4000000000000001,0.25,0.44,0.4444444444444444,1.0,0.38705968111210354,0.27732463295269166,0.75,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.38451153657339227,0.0,0.1858484383004437,0.42857142857142866,0.04105437081893918,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8272251308900523,1.0000000000000002,1.0,0.4,0.0,0.0,0.4445539573515672,0.18270799347471453,0.25,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.3994845360824743,1.0,0.33899976449502456,0.35714285714285715,0.06809086821133452,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1256544502617801,0.2,0.0,0.28,0.5555555555555556,1.0,0.10061498341906137,0.3017944535073409,0.5,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.7261291114383897,1.0,0.5540246241344424,0.42857142857142866,0.010563257533331202,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.08900523560209425,0.2,0.0,0.28,0.2777777777777778,1.0,0.8911612817116866,0.5595432300163132,0.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4494354442808051,1.0,0.2794099776161657,0.5,0.048240916341850966,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2879581151832461,0.4000000000000001,0.5,0.24,0.3333333333333333,1.0,0.29773821624007957,0.24306688417618266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.19170348551791855,0.0,0.14866344217803376,0.14285714285714288,0.03591524689921926,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.225130890052356,0.4000000000000001,0.5,0.28,0.8888888888888888,1.0,0.10574840094044208,0.11092985318107665,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.6999263622974965,1.0,0.44024236950462303,0.7142857142857143,0.027121732749056604,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25654450261780104,0.2,0.0,0.48,0.0,0.0,0.0,0.12561174551386622,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.42900098183603347,1.0,0.548718286852727,0.35714285714285715,0.003122592232623461,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2931937172774869,0.4000000000000001,0.25,0.54,0.0,0.0,0.01848030307697046,0.21207177814029363,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.34401080019636715,0.0,0.27057042678536214,0.5,0.004072207226033506,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.2827225130890052,0.4000000000000001,0.5,0.38,0.5555555555555556,1.0,0.3798728965821705,0.43719412724306683,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.2620274914089347,0.0,0.19803284981337857,0.14285714285714288,0.026244367650702424,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.18324607329842932,0.4000000000000001,0.25,0.34,0.7777777777777777,1.0,0.3223786203427069,0.5008156606851549,0.75,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5881197839960728,1.0,0.30795527628899355,0.5714285714285715,0.0195421662152892,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.32460732984293195,0.6000000000000001,0.75,0.52,0.1111111111111111,1.0,0.3223786203427069,0.34257748776508967,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.30412371134020616,0.0,0.1485563596118806,0.42857142857142866,0.028218356195241455,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.16753926701570684,0.2,0.25,0.44,0.6666666666666666,1.0,0.10574840094044208,0.1924959216965742,0.25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5246686303387336,1.0,0.4808008498113341,0.5,0.016921741530005144,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.21989528795811522,0.4000000000000001,0.25,0.24,0.8333333333333333,1.0,0.04928080820525456,0.34257748776508967,1.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8093397152675503,1.0,0.5040983360417044,0.5714285714285715,0.004924561614211544,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.23036649214659685,0.4000000000000001,0.25,0.0,0.3333333333333333,1.0,0.27823122965883307,0.10929853181076671,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.45514236622484044,0.0,0.28327210587322316,0.42857142857142866,0.06633876879453127,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.225130890052356,0.4000000000000001,0.5,0.34,0.4444444444444444,1.0,0.4445539573515672,0.31321370309951063,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.24128620520373095,0.0,0.13464405972242613,0.5,0.04200743001251945,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2931937172774869,0.4000000000000001,0.25,0.38,0.1111111111111111,0.0,0.3131384688042217,0.2724306688417618,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2709253804614629,0.0,0.2139286050630119,0.14285714285714288,0.033974604898349886,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.21465968586387438,0.4000000000000001,0.25,0.32,0.1111111111111111,1.0,0.2422973070091682,0.4192495921696574,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3022214040255277,0.0,0.16557022041502292,0.21428571428571427,0.017584053894588864,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3455497382198953,0.6000000000000001,0.5,0.7000000000000001,0.2777777777777778,1.0,0.3367521894025728,0.2267536704730832,0.5,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.17623956799214524,0.0,0.08086318259864853,0.35714285714285715,0.04305249492048521,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
